nom_voie,id_type_voie,nom_voie_norm,complement_adresse
des geais rue,rue,des geais,
la chabotterie  ,,la chabotterie,
de travasson chemin,chemin,de travasson,
du longvilliers rue,rue,du longvilliers,
bel air  ,,bel air,
de la roumiouve impasse,impasse,de la roumiouve,
de la corbine route,route,de la corbine,
marechal joffre boulevard,boulevard,marechal joffre,
de la fontaine rue,rue,de la fontaine,
les carelles  ,,les carelles,
le boulay  ,,le boulay,
de tavanet chemin,chemin,de tavanet,
rue du puits,rue,du puits,
des chataigniers rue,rue,des chataigniers,
du fanal impasse,impasse,du fanal,
route du perron,route,du perron,
de litrier impasse,impasse,de litrier,
marat rue,rue,marat,
la connillerie  ,,la connillerie,
du vieux chalet rue,rue,du vieux chalet,
du surinam rue,rue,du surinam,
impasse de l ecloze,impasse,de l ecloze,
de la chasse avenue,avenue,de la chasse,
chambaran cheminement,cheminement,chambaran,
du beaujolais rue,rue,du beaujolais,
oberlin rue,rue,oberlin,
de rafin rue,rue,de rafin,
des loges rue,rue,des loges,
theodore botrel rue,rue,theodore botrel,
peyrouzet chemin,chemin,peyrouzet,
edgar degas rue,rue,edgar degas,
germaine taillefer passage,passage,germaine taillefer,
allee du capitaine,allee,du capitaine,
de l hotel de ville place,place,de l hotel de ville,
des pigeons fontaine,fontaine,des pigeons,
la gnane  ,,la gnane,
la baudrie  ,,la baudrie,
rue des deux cousins,rue,des deux cousins,
la quise  ,,la quise,
d alincthun route,route,d alincthun,
de l imperatrice rue,rue,de l imperatrice,
de la luere route,route,de la luere,
le chene roignon  ,,le chene roignon,
de chantegrive chemin,chemin,de chantegrive,
les miraux  ,,les miraux,
paul louis rue,rue,paul louis,
de l eglise route,route,de l eglise,
la brande de mesples  ,,la brande de mesples,
vors  ,,vors,
la minoterie  ,,la minoterie,
des arts rue,rue,des arts,
des forges impasse,impasse,des forges,
les baillis  ,,les baillis,
jean dries boulevard,boulevard,jean dries,
kermaria  ,,kermaria,
la martinais  ,,la martinais,
de la mairie rue,rue,de la mairie,
de la prevoyance rue,rue,de la prevoyance,
charleville mezieres rue,rue,charleville mezieres,
du nord a 1 autoroute,autoroute,du nord a 1,
cre  ,,cre,
lou gonthier rue,rue,lou gonthier,
jacques bonnafe rue,rue,jacques bonnafe,
des pommiers cours,cours,des pommiers,
trolong vian  ,,trolong vian,
route du point de vue,route,du point de vue,
de signoles route,route,de signoles,
du rey chemin,chemin,du rey,
la petite ringonniere  ,,la petite ringonniere,
ty dour liors  ,,ty dour liors,
du gui i impasse,impasse,du gui i,
impasse des noyers,impasse,des noyers,
caroline aigle rue,rue,caroline aigle,
des bedouins rue,rue,des bedouins,
la petite goupillere  ,,la petite goupillere,
du jour bois,bois,du jour,
des moussaillons chemin,chemin,des moussaillons,
les onze quarts  ,,les onze quarts,
la martiniere  ,,la martiniere,
layere impasse,impasse,layere,
henri pensier rue,rue,henri pensier,
d alembert rue,rue,d alembert,
de la chienneterie chemin,chemin,de la chienneterie,
busset  ,,busset,
du paradis avenue,avenue,du paradis,
de tubie rue,rue,de tubie,
les fontenelles  ,,les fontenelles,
des riolleries route,route,des riolleries,
la tourtelle  ,,la tourtelle,
louis bleriot rue,rue,louis bleriot,
des capucins rue,rue,des capucins,
de l esperance rue,rue,de l esperance,
jean mermoz rue,rue,jean mermoz,
les grands pres  ,,les grands pres,
les sables  ,,les sables,
david impasse,impasse,david,
de chirroy allee,allee,de chirroy,
merdanton rue,rue,merdanton,
de heckenthal rue,rue,de heckenthal,
des epinons cheminement,cheminement,des epinons,
  las garrigues,,las garrigues,
du grand hamel rue,rue,du grand hamel,
boutiere  ,,boutiere,
de l eglise boulevard,boulevard,de l eglise,
de l ecole rue,rue,de l ecole,
  le toquay,,le toquay,
virecourt  ,,virecourt,
rue des chasseurs,rue,des chasseurs,
des lavandes chemin,chemin,des lavandes,
  cantarel,,cantarel,
de la gemerie chemin,chemin,de la gemerie,
de la tournelle rue,rue,de la tournelle,
de la napoule rue,rue,de la napoule,
du moulin rue,rue,du moulin,
de venise rue,rue,de venise,
de la messe avenue,avenue,de la messe,
hautonnois  ,,hautonnois,
gustave flaubert rue,rue,gustave flaubert,
galatee rue,rue,galatee,
cour j grimault,cour,j grimault,
des charmilles rue,rue,des charmilles,
ernest esclangon rue,rue,ernest esclangon,
du chateau rue,rue,du chateau,
  piana a a taulu,,piana a a taulu,
de la jonchere rue,rue,de la jonchere,
noiret chaigneau place,place,noiret chaigneau,
les bouchons  ,,les bouchons,
de l etang impasse,impasse,de l etang,
saint antoine  ,,saint antoine,
des eglantiers psb square,square,des eglantiers psb,
nicolas  ,,nicolas,
metro marcadet poissoniers  ,,metro marcadet poissoniers,
l auguere  ,,l auguere,
le fromenteau  ,,le fromenteau,
la haute ville esnoul  ,,la haute ville esnoul,
de northam rue,rue,de northam,
las bordes  ,,las bordes,
la souche  ,,la souche,
clecunech  ,,clecunech,
loiseau rue,rue,loiseau,
du gros tilleul rue,rue,du gros tilleul,
le bas de luigne  ,,le bas de luigne,
la grande bruyere  ,,la grande bruyere,
la monnaie  ,,la monnaie,
du joron impasse,impasse,du joron,
descente rompecu,descente,rompecu,
hameau beranger,hameau,beranger,
de la carriere impasse,impasse,de la carriere,
gustave boutigny rue,rue,gustave boutigny,
les charpillattes  ,,les charpillattes,
le gue de barrault  ,,le gue de barrault,
de la mouche bois,bois,de la mouche,
de provence allee,allee,de provence,
le planty champtoceaux  ,,le planty champtoceaux,
des lauriers rue,rue,des lauriers,
d oliance maison,maison,d oliance,
de l eglise rue,rue,de l eglise,
rue des rouges gorges,rue,des rouges gorges,
maurice genevoix place,place,maurice genevoix,
du puits rue,rue,du puits,
des templiers place,place,des templiers,
lambreg  ,,lambreg,
les juliens  ,,les juliens,
de fontenelle impasse,impasse,de fontenelle,
les grilleres chemin,chemin,les grilleres,
miraudaine  ,,miraudaine,
la safardiere  ,,la safardiere,
des carrieres chemin,chemin,des carrieres,
la pluriche  ,,la pluriche,
du poulho rue,rue,du poulho,
pralhac  ,,pralhac,
du pigeonnier champ,champ,du pigeonnier,
mangue jose impasse,impasse,mangue jose,
daniel perrin place,place,daniel perrin,
du pertus rue,rue,du pertus,
route de vaas,route,de vaas,
du caouet croix,croix,du caouet,
de villamont chemin,chemin,de villamont,
voyelle rue,rue,voyelle,
des poiriers chemin,chemin,des poiriers,
de l auberge passage,passage,de l auberge,
jean jaures place,place,jean jaures,
moinagaya rue,rue,moinagaya,
rue de la 2 eme db,rue,de la 2 eme db,
de trois moulins rue,rue,de trois moulins,
saint martin rue,rue,saint martin,
passage versailles,passage,versailles,
etchebiague  ,,etchebiague,
chemin du chasseur,chemin,du chasseur,
les iles du rillan  ,,les iles du rillan,
des rosiers rue,rue,des rosiers,
des ecoles msl clinchamps rue,rue,des ecoles msl clinchamps,
claude beylie impasse,impasse,claude beylie,
des cygnes rue,rue,des cygnes,
allee souleiado,allee,souleiado,
henri perrot rue,rue,henri perrot,
du collombet rue,rue,du collombet,
les aiguillettes  ,,les aiguillettes,
avenue bataillon carmagnole liberte,avenue,bataillon carmagnole liberte,
de pontigou route,route,de pontigou,
guitton  ,,guitton,
de berne chemin,chemin,de berne,
de la petite vallee rue,rue,de la petite vallee,
rue henry lang,rue,henry lang,
de la chartreuse rue,rue,de la chartreuse,
place des 4 vents,place,des 4 vents,
de chalon route,route,de chalon,
rue des molieres,rue,des molieres,
des cerisiers allee,allee,des cerisiers,
amplaing village,village,amplaing,
kerlouidic  ,,kerlouidic,
du bois cognet route,route,du bois cognet,
ernest prevost rue,rue,ernest prevost,
de brives domaine,domaine,de brives,
des charrons rue,rue,des charrons,
nungesser rue,rue,nungesser,
francois coli rue,rue,francois coli,
petto di cancheraccia  ,,petto di cancheraccia,
des colporteurs rue,rue,des colporteurs,
du puits rue,rue,du puits,
cros bas  ,,cros bas,
des frechets route,route,des frechets,
de la mairie rue,rue,de la mairie,
beau site boulevard,boulevard,beau site,
le dolmen  ,,le dolmen,
de la syrah rue,rue,de la syrah,
la riviere  ,,la riviere,
oberdorf rue,rue,oberdorf,
paul vaillant couturier rue,rue,paul vaillant couturier,
de la jarry rue,rue,de la jarry,
la grande naliere  ,,la grande naliere,
de l auberge mas,mas,de l auberge,
de foulangues a beauvais chemin,chemin,de foulangues a beauvais,
des bleuets rue,rue,des bleuets,
les merlins  ,,les merlins,
du quaireux impasse,impasse,du quaireux,
des breguieres chemin,chemin,des breguieres,
de piis route,route,de piis,
de fessenheim rue,rue,de fessenheim,
bellevue rond point,rond point,bellevue,
la soffaz  ,,la soffaz,
la tonnellerie  ,,la tonnellerie,
du pont de l etang cheminement,cheminement,du pont de l etang,
de la bataille champ,champ,de la bataille,
de la fin rue,rue,de la fin,
de beauvais rue,rue,de beauvais,
des fayards impasse,impasse,des fayards,
route du calvaire,route,du calvaire,
de la jument pointe,pointe,de la jument,
des angues chemin,chemin,des angues,
belle arrivee  ,,belle arrivee,
du temple rue,rue,du temple,
nech ouen parc,parc,nech ouen,
de la coutanciere moulin,moulin,de la coutanciere,
bourlac  ,,bourlac,
de moncoutant rue,rue,de moncoutant,
terrefort  ,,terrefort,
chemin des faux,chemin,des faux,
de soumans route,route,de soumans,
de roc en val domaine,domaine,de roc en val,
place du president jacques chirac,place,du president jacques chirac,
de campilleau rue,rue,de campilleau,
gourguenou  ,,gourguenou,
de beauvais rue,rue,de beauvais,
des barraques chemin,chemin,des barraques,
des pinsons allee,allee,des pinsons,
des chataigniers rue,rue,des chataigniers,
des bois chemin,chemin,des bois,
du vieux puits rue,rue,du vieux puits,
du 19 mars 1962 rue,rue,du 19 mars 1962,
dame carcas rue,rue,dame carcas,
saint benigne champ,champ,saint benigne,
des rosiers rue,rue,des rosiers,
chaumont  ,,chaumont,
kerliziry  ,,kerliziry,
route de cronat,route,de cronat,
les ubacs  ,,les ubacs,
des aubepines allee,allee,des aubepines,
jean ferrat rue,rue,jean ferrat,
de la paix rue,rue,de la paix,
des sablons chemin,chemin,des sablons,
pen ar prat rue,rue,pen ar prat,
saint nicolas impasse,impasse,saint nicolas,
la motte pouance  ,,la motte pouance,
de parafin route,route,de parafin,
chemin des clauzes,chemin,des clauzes,
  centrale de pontcharra,,centrale de pontcharra,
de cardet bois,bois,de cardet,
colletta soubrana  ,,colletta soubrana,
de la fontaine rue,rue,de la fontaine,
maria lea residence,residence,maria lea,
baelanec ile,ile,baelanec,
climat du petit nemoy  ,,climat du petit nemoy,
de la fraichere chemin,chemin,de la fraichere,
la borne  ,,la borne,
de la motte rue,rue,de la motte,
chez floneau  ,,chez floneau,
des guillardes impasse,impasse,des guillardes,
vignes des mares impasse,impasse,vignes des mares,
rue jean rostand,rue,jean rostand,
chemin de bel air,chemin,de bel air,
de la chalosse avenue,avenue,de la chalosse,
des dentellieres place,place,des dentellieres,
danielle casanova rue,rue,danielle casanova,
des grandes chenevieres rue,rue,des grandes chenevieres,
de l epicerie rue,rue,de l epicerie,
martin luther king avenue,avenue,martin luther king,
la vieille duve  ,,la vieille duve,
allemans  ,,allemans,
haut de cuvry  ,,haut de cuvry,
les combes  ,,les combes,
grand verger  ,,grand verger,
le plessis  ,,le plessis,
balzac rue,rue,balzac,
de navarre rue,rue,de navarre,
  ruaux les,,ruaux les,
du petit chanois rue,rue,du petit chanois,
ecu fort,fort,ecu,
la gree  ,,la gree,
deguilhem  ,,deguilhem,
pierre curie rue,rue,pierre curie,
piegros  ,,piegros,
george sand rue,rue,george sand,
des rosiers rue,rue,des rosiers,
du vieux captage chemin,chemin,du vieux captage,
de bel air rue,rue,de bel air,
mauperthuis residence,residence,mauperthuis,
rue marechal,rue,marechal,
des gds jardins chemin,chemin,des grands jardins,
impasse des 4 vents,impasse,des 4 vents,
le silex  ,,le silex,
est du port quai,quai,est du port,
du 19 mars 62 chemin,chemin,du 19 mars 62,
de l ile de france rue,rue,de l ile de france,
  la bucterie,,la bucterie,
carcan  ,,carcan,
de jeanchicot chemin,chemin,de jeanchicot,
de foliette rue,rue,de foliette,
  plantey,,plantey,
de labernede rue,rue,de labernede,
lou pignot rue,rue,lou pignot,
route des brandes,route,des brandes,
des lilas rue,rue,des lilas,
la bouscaillade  ,,la bouscaillade,
allee fajou,allee,fajou,
rue des hirondelles,rue,des hirondelles,
du pres f roosevelt avenue,avenue,du pres f roosevelt,
rue salvador allende,rue,salvador allende,
de lugny moulin,moulin,de lugny,
impasse du bel air,impasse,du bel air,
  ker avel,,ker avel,
piedagnel hameau,hameau,piedagnel,
  la harliere,,la harliere,
de granchette rue,rue,de granchette,
du fromentaou impasse,impasse,du fromentaou,
allee du docteur a schweitzer,allee,du docteur a schweitzer,
des tanneurs place,place,des tanneurs,
guelvez  ,,guelvez,
de la barthe rue,rue,de la barthe,
de verdun avenue,avenue,de verdun,
port gros jean rue,rue,port gros jean,
des jardins allee,allee,des jardins,
des ecureuils impasse,impasse,des ecureuils,
guicharnaud chemin,chemin,guicharnaud,
route de samatan,route,de samatan,
chemin des pinelles,chemin,des pinelles,
la crevotte  ,,la crevotte,
julian grimau rue,rue,julian grimau,
de la gare rue,rue,de la gare,
des sablons chemin,chemin,des sablons,
le fief  ,,le fief,
faid herbe rue,rue,faid herbe,
de beau site rue,rue,de beau site,
saint michel place,place,saint michel,
hameau de vales bas,hameau,de vales bas,
du marche rue,rue,du marche,
la barre  ,,la barre,
du bas meray rue,rue,du bas meray,
la gressiere  ,,la gressiere,
du grand clos rue,rue,du grand clos,
impasse renoir,impasse,renoir,
le dougnoux  ,,le dougnoux,
du cimetiere rue,rue,du cimetiere,
transfo cb les verdons  ,,transfo cb les verdons,
du parc rue,rue,du parc,
du champ de foire chemin,chemin,du champ de foire,
allee de la source,allee,de la source,
eloi sabathe place,place,eloi sabathe,
de chavanel impasse,impasse,de chavanel,
kerlan  ,,kerlan,
le tronc  ,,le tronc,
des micocouliers allee,allee,des micocouliers,
impasse des hersandieres,impasse,des hersandieres,
impasse des orchidees,impasse,des orchidees,
sainte ide impasse,impasse,sainte ide,
arago rue,rue,arago,
saint gilles rue,rue,saint gilles,
simone de beauvoir rue,rue,simone de beauvoir,
cremissal  ,,cremissal,
des allards chemin,chemin,des allards,
des cerisiers chemin,chemin,des cerisiers,
allee des oliviers,allee,des oliviers,
georges brassens rue,rue,georges brassens,
de la jourdiette chemin,chemin,de la jourdiette,
andre launay rue,rue,andre launay,
de la pierre au lait rue,rue,de la pierre au lait,
chabrier  ,,chabrier,
le berault  ,,le berault,
impasse des jardins,impasse,des jardins,
impasse courtil colas,impasse,courtil colas,
de maravieille chemin,chemin,de maravieille,
des cerisiers rue,rue,des cerisiers,
stalingrad rg osw leclercq rue,rue,stalingrad rg osw leclercq,
d isches route,route,d isches,
chemin du lavoir,chemin,du lavoir,
vernet le haut  ,,vernet le haut,
de la mirande chemin,chemin,de la mirande,
de nancin impasse,impasse,de nancin,
les gageres  ,,les gageres,
la catherinerie  ,,la catherinerie,
le coustal  ,,le coustal,
de mousseaux route,route,de mousseaux,
la pourcaud ouest  ,,la pourcaud ouest,
barateau  ,,barateau,
le long pendu  ,,le long pendu,
place de la mairie,place,de la mairie,
le guigonnet  ,,le guigonnet,
rue des lavandieres,rue,des lavandieres,
pierre pagesy ruelle,ruelle,pierre pagesy,
du moulin rue,rue,du moulin,
sadi carnot rue,rue,sadi carnot,
la ruesse marceau  ,,la ruesse marceau,
de gavarnie route,route,de gavarnie,
des jardins rue,rue,des jardins,
de la chapelle rue,rue,de la chapelle,
  la perriere,,la perriere,
du four a bois rue,rue,du four a bois,
l herbage  ,,l herbage,
prutant  ,,prutant,
de la montagne rue,rue,de la montagne,
  la noe,,la noe,
la condemine  ,,la condemine,
des romatieres chemin,chemin,des romatieres,
des chenevieres chemin,chemin,des chenevieres,
du souvenir rue,rue,du souvenir,
en massion  ,,en massion,
emile caffort rue,rue,emile caffort,
hugues de payns rue,rue,hugues de payns,
albert camus rue,rue,albert camus,
l espiadete  ,,l espiadete,
les petites charmottes  ,,les petites charmottes,
la seberdiere  ,,la seberdiere,
de la morelle cheminement,cheminement,de la morelle,
de l ecole rue,rue,de l ecole,
du mazot impasse,impasse,du mazot,
landrieu  ,,landrieu,
des cesarines rue,rue,des cesarines,
de la ferranderie route,route,de la ferranderie,
lamodeneuve nord  ,,lamodeneuve nord,
les gloriettes  ,,les gloriettes,
de la corniche avenue,avenue,de la corniche,
de la tamisiere chemin,chemin,de la tamisiere,
de la tuilerie rue,rue,de la tuilerie,
des frangipanes impasse,impasse,des frangipanes,
des aubepines allee,allee,des aubepines,
des cretes route,route,des cretes,
du chateau ruelle,ruelle,du chateau,
l oisonniere  ,,l oisonniere,
du joly chemin,chemin,du joly,
onesime boyer impasse,impasse,onesime boyer,
boieldieu allee,allee,boieldieu,
rue abbe claude duplay,rue,abbe claude duplay,
du meunier rue,rue,du meunier,
des moulins rue,rue,des moulins,
de l hopital avenue,avenue,de l hopital,
rue le cholet,rue,le cholet,
les bordes  ,,les bordes,
les pompiers  ,,les pompiers,
picquigny  ,,picquigny,
des grands champs chemin,chemin,des grands champs,
chemin de durand,chemin,de durand,
du puy mary vensat rue,rue,du puy mary vensat,
  terres de la fosse,,terres de la fosse,
mistral impasse,impasse,mistral,
devant la maison clos,clos,devant la maison,
les pradets  ,,les pradets,
la couveyre  ,,la couveyre,
des cretes route,route,des cretes,
des prairies rue,rue,des prairies,
mal foch boulevard,boulevard,marechal foch,
des oliviers impasse,impasse,des oliviers,
de l ancienne cure impasse,impasse,de l ancienne cure,
l adrech d aillaud  ,,l adrech d aillaud,
des vesses champ,champ,des vesses,
de la bouverie rue,rue,de la bouverie,
de la bievre rue,rue,de la bievre,
de la tourelle rue,rue,de la tourelle,
de la foret route,route,de la foret,
saint antoine place,place,saint antoine,
de bicetre rue,rue,de bicetre,
hubert latham rue,rue,hubert latham,
cazemajou  ,,cazemajou,
impasse castera,impasse,castera,
des tulipiers impasse,impasse,des tulipiers,
le tresor  ,,le tresor,
de la breche rue,rue,de la breche,
le grand treige  ,,le grand treige,
les tranchees  ,,les tranchees,
louis prache rue,rue,louis prache,
lannouzeg  ,,lannouzeg,
de l ecole rue,rue,de l ecole,
du manoir impasse,impasse,du manoir,
de la fontaine hermerswill rue,rue,de la fontaine hermerswill,
d argentat rue,rue,d argentat,
de la vignotte cheminement,cheminement,de la vignotte,
  hent dall ar ruselan,,hent dall ar ruselan,
coet ihuel  ,,coet ihuel,
terrier du fresse  ,,terrier du fresse,
barcarole impasse,impasse,barcarole,
des ecoincons rue,rue,des ecoincons,
des arenes rue,rue,des arenes,
impasse cites fleuries,impasse,cites fleuries,
du port rue,rue,du port,
du bas du village ruelle,ruelle,du bas du village,
de mezieres route,route,de mezieres,
de la machine outil rue,rue,de la machine outil,
chante oiseau  ,,chante oiseau,
de la magdeleine route,route,de la magdeleine,
hameau la greve,hameau,la greve,
des sources allee,allee,des sources,
resistance avenue,avenue,resistance,
de gaouere chemin,chemin,de gaouere,
des chardonnerets rue,rue,des chardonnerets,
des guerriers rue,rue,des guerriers,
de cabe chemin,chemin,de cabe,
des moutardiers rue,rue,des moutardiers,
le petit marais  ,,le petit marais,
arbue au roz  ,,arbue au roz,
andre capron avenue,avenue,andre capron,
chemin du commun,chemin,du commun,
la petch  ,,la petch,
rue de bonnance,rue,de bonnance,
le logis de linieres  ,,le logis de linieres,
penhoet  ,,penhoet,
du clerq impasse,impasse,du clerq,
la pierriere  ,,la pierriere,
route de la boucle,route,de la boucle,
theoule  ,,theoule,
arthur honneger rue,rue,arthur honneger,
rue de borine,rue,de borine,
rue francois mesangere,rue,francois mesangere,
claude levi strauss allee,allee,claude levi strauss,
le boucher  ,,le boucher,
la legettaz  ,,la legettaz,
fief pairrault du cormenie  ,,fief pairrault du cormenie,
sentier du camp,sentier,du camp,
en payrin  ,,en payrin,
du bouscaillou place,place,du bouscaillou,
impasse de l amitie,impasse,de l amitie,
chemin de fondeville,chemin,de fondeville,
lieu dit dorville,lieu dit,dorville,
de la chapelle impasse,impasse,de la chapelle,
les coutures  ,,les coutures,
du petit rhone rue,rue,du petit rhone,
route de vidai,route,de vidai,
gambetta avenue,avenue,gambetta,
vers la chapelle chemin,chemin,vers la chapelle,
la laurenciere  ,,la laurenciere,
jeanne d arc rue,rue,jeanne d arc,
des trois moulins rue,rue,des trois moulins,
denis papin rue,rue,denis papin,
le grand pre  ,,le grand pre,
les grandes esnaudries  ,,les grandes esnaudries,
de gruchet hameau,hameau,de gruchet,
de laval a cassagnettes route,route,de laval a cassagnettes,
de piolier route,route,de piolier,
de la cote harlac rue,rue,de la cote harlac,
des gorses impasse,impasse,des gorses,
a bordeneuve du nord  ,,a bordeneuve du nord,
de villeselve rue,rue,de villeselve,
des ormeaux cise route,route,des ormeaux cise,
rue de l abrivado,rue,de l abrivado,
du moulin rue,rue,du moulin,
jean de la fontaine rue,rue,jean de la fontaine,
rene lassus avenue,avenue,rene lassus,
de charpente chemin,chemin,de charpente,
de malampin chemin,chemin,de malampin,
jagoury  ,,jagoury,
du verger allee,allee,du verger,
louis daquin rue,rue,louis daquin,
jean boutroux avenue,avenue,jean boutroux,
primefosse  ,,primefosse,
du polissoir allee,allee,du polissoir,
des reservoirs rue,rue,des reservoirs,
des marchandises boulevard,boulevard,des marchandises,
du vrai bois rue,rue,du vrai bois,
du gue rue,rue,du gue,
rue du moulinier,rue,du moulinier,
de saint aignan route,route,de saint aignan,
de la poirie village,village,de la poirie,
des rochers rue,rue,des rochers,
du pontavice rue,rue,du pontavice,
roucan  ,,roucan,
  la picassou,,la picassou,
rue de petit mercey,rue,de petit mercey,
roussel impasse,impasse,roussel,
rue de l allagnon,rue,de l allagnon,
des karamboles allee,allee,des karamboles,
des martyrs rue,rue,des martyrs,
leon arnoux rue,rue,leon arnoux,
la henriere troisgots  ,,la henriere troisgots,
de la vaysse chemin,chemin,de la vaysse,
du manganet chemin,chemin,du manganet,
fernand tribot avenue,avenue,fernand tribot,
les peycharias  ,,les peycharias,
d angouleme rue,rue,d angouleme,
l expardeliere  ,,l expardeliere,
le petit villeneuve  ,,le petit villeneuve,
le petit laups  ,,le petit laups,
l invis et les avinieres  ,,l invis et les avinieres,
doc tarnier rue,rue,doc tarnier,
des perrets chemin,chemin,des perrets,
oreix  ,,oreix,
d etampes rue,rue,d etampes,
nord de carrere  ,,nord de carrere,
tristani  ,,tristani,
canredon  ,,canredon,
de la parliere chemin,chemin,de la parliere,
berre nord  ,,berre nord,
bambe  ,,bambe,
sous la ville  ,,sous la ville,
roche plate  ,,roche plate,
champlain rue,rue,champlain,
fougeray place,place,fougeray,
les ecuyers  ,,les ecuyers,
de bel air avenue,avenue,de bel air,
bero bisto impasse,impasse,bero bisto,
haut pressoir passage,passage,haut pressoir,
des papillons rue,rue,des papillons,
d hondschoote route,route,d hondschoote,
de monbalon avenue,avenue,de monbalon,
chapelle chaupas,chapelle,chaupas,
du bois rue,rue,du bois,
de bagatelle place,place,de bagatelle,
impasse des pres,impasse,des pres,
des mesanges chemin,chemin,des mesanges,
boudard rue,rue,boudard,
pythagore rue,rue,pythagore,
de grenade route,route,de grenade,
allee ginette,allee,ginette,
de halage chemin,chemin,de halage,
de la dranse rue,rue,de la dranse,
chemin des fauvettes,chemin,des fauvettes,
de la poste rue,rue,de la poste,
de la sucrerie allee,allee,de la sucrerie,
les courans  ,,les courans,
de l abime prolongee rue,rue,de l abime prolongee,
chemin saint claude,chemin,saint claude,
du bief rue,rue,du bief,
du stade rue,rue,du stade,
de bellecombe chemin,chemin,de bellecombe,
la bigaudiere  ,,la bigaudiere,
le cheval blanc d antoigne  ,,le cheval blanc d antoigne,
de machery route,route,de machery,
espace saint joseph,espace,saint joseph,
du parterre du midi impasse,impasse,du parterre du midi,
hippolyte henry square,square,hippolyte henry,
la tastere  ,,la tastere,
bonard  ,,bonard,
la lande cite,cite,la lande,
la cloperie  ,,la cloperie,
francois bedu rue,rue,francois bedu,
lotissement les etoiles,lotissement,les etoiles,
du sergent jouis rue,rue,du sergent jouis,
victor hugo impasse,impasse,victor hugo,
des palourdes impasse,impasse,des palourdes,
  la roche seche,,la roche seche,
des champs d arroux rue,rue,des champs d arroux,
de touffreville route,route,de touffreville,
du gen legentilhomme rue,rue,du general legentilhomme,
serre de pavailhon  ,,serre de pavailhon,
de la haute salle rue,rue,de la haute salle,
de la chabanne route,route,de la chabanne,
rue du tournebride,rue,du tournebride,
therese rue,rue,therese,
waudru rle des juifs residence,residence,waudru rle des juifs,
pen an rhun  ,,pen an rhun,
de la raise corniche,corniche,de la raise,
les avesnes  ,,les avesnes,
  giratoire,,giratoire,
de bendor ile,ile,de bendor,
villevillon  ,,villevillon,
les chateaux rue,rue,les chateaux,
henri barbusse boulevard,boulevard,henri barbusse,
park an aod rue,rue,park an aod,
impasse des oliviers,impasse,des oliviers,
keravel  ,,keravel,
rene guy cadou chemin,chemin,rene guy cadou,
cormaclanche  ,,cormaclanche,
paul schmitt rue,rue,paul schmitt,
jean pierre chabrol allee,allee,jean pierre chabrol,
de la republique rue,rue,de la republique,
lieu dit la petite arthuisiere,lieu dit,la petite arthuisiere,
