nom_voie,id_type_voie,nom_voie_norm,complement_adresse
Route de Fressines (Mougon),route,de fressines mougon,
Chemin des Jardins du Mesnil,chemin,des jardins du mesnil,
Chemin de Montgeroult,chemin,de montgeroult,
Route de domessin,route,de domessin,
Hameau du Buguet,hameau,du buguet,
Rue de Chez Frugier,rue,de chez frugier,
Rue des acacias,rue,des acacias,
La Jouannelais,,la jouannelais,
Rue de Lazerme,rue,de lazerme,
Rue du Pré des Soeurs,rue,du pre des soeurs,
Avenue des Améthystes,avenue,des amethystes,
Rue Jean-Baptiste Dumas,rue,jean baptiste dumas,
Avenue de Bourranville,avenue,de bourranville,
Chemin des Grumes,chemin,des grumes,
Route de la Chaperonniere,route,de la chaperonniere,
Rue Solférino,rue,solferino,
Route de La Croix Baffariaie,route,de la croix baffariaie,
Impasse de Rigny,impasse,de rigny,
Rue de la Poterne,rue,de la poterne,
allée de la Fosse aux Loups,allee,de la fosse aux loups,
Rue Maxime Guillot,rue,maxime guillot,
Avenue des Erables,avenue,des erables,
Rue du Rochard,rue,du rochard,
Rue du Poitou,rue,du poitou,
Chemin des Plantes,chemin,des plantes,
Avenue Yvon Delbos,avenue,yvon delbos,
Rue du Guillaumard,rue,du guillaumard,
Rue Bazeilles,rue,bazeilles,
Avenue du General Leclerc,avenue,du general leclerc,
Rue Henri Marceille,rue,henri marceille,
Ruelle Lepic,ruelle,lepic,
Chemin du Sauvignon,chemin,du sauvignon,
Boulevard de France,boulevard,de france,
Route Combo Mtsachiwa,route,combo mtsachiwa,
Route de Bas Chardavon,route,de bas chardavon,
Rue Georges Clemenceau,rue,georges clemenceau,
Rue du Goeland,rue,du goeland,
Rue des Arbousiers,rue,des arbousiers,
Rue de Kersiny,rue,de kersiny,
Allée des Roses,allee,des roses,
Route des Coteaux,route,des coteaux,
Rue des Frères Grimm,rue,des freres grimm,
Cité Jean-Jacques Rousseau,cite,jean jacques rousseau,
Rue de la douve baron,rue,de la douve baron,
Rue Sainte Anne,rue,sainte anne,
Rue Jean Aicard,rue,jean aicard,
Route de Geus,route,de geus,
Impasse de la Bayle,impasse,de la bayle,
Rue des Closeaux,rue,des closeaux,
Rue des Grippeaux,rue,des grippeaux,
Rue de Lachal,rue,de lachal,
Allée des Chênes,allee,des chenes,
Rue des Ecureuils,rue,des ecureuils,
Avenue des Bougainvilliers,avenue,des bougainvilliers,
Route Nationale 5,route nationale,5,
Rue de la Taille,rue,de la taille,
Route des Côtes,route,des cotes,
Rue Andre Maginot,rue,andre maginot,
Rue de l'Ile de Tiboulen,rue,de l ile de tiboulen,
Palud Keremma,,palud keremma,
Rue Andre de Chenier,rue,andre de chenier,
Route du Perrey Picot,route,du perrey picot,
Rue Andre Cottenet,rue,andre cottenet,
Rue Varlet,rue,varlet,
Rue de Boisville,rue,de boisville,
Le Verdon,,le verdon,
Rue Farnerie,rue,farnerie,
Chemin de Lanadan,chemin,de lanadan,
Rue de la noue,rue,de la noue,
Route de Brix,route,de brix,
Rue d’Avançon,rue,d avancon,
Rue de Champagne,rue,de champagne,
Place Marcel Pagnol,place,marcel pagnol,
Avenue de la Mésange,avenue,de la mesange,
Rue Charles Léopold Aubert,rue,charles leopold aubert,
Impasse Pierre Mazeaud,impasse,pierre mazeaud,
Rue Simone le Moigne,rue,simone le moigne,
Route de delairaz,route,de delairaz,
Rue de l’Hôtel,rue,de l hotel,
Rue des Martyrs de la Résistance,rue,des martyrs de la resistance,
rue Julien Kervella,rue,julien kervella,
Route de Gourvillette,route,de gourvillette,
Rue des Parcs,rue,des parcs,
Rue Saint Roch,rue,saint roch,
Rue Alfred Doury,rue,alfred doury,
Chemin de la Vézonne,chemin,de la vezonne,
Rue du Docteur Lefreche,rue,du docteur lefreche,
Rue Boutonne,rue,boutonne,
Rue Pierre Viénot,rue,pierre vienot,
Boulevard des Sources,boulevard,des sources,
Chemin de la Grange du Bois,chemin,de la grange du bois,
Rue de l’Ouche la Croix,rue,de l ouche la croix,
Rue de Sierck,rue,de sierck,
Rue du Mont Gargan,rue,du mont gargan,
rue des Jardins,rue,des jardins,
Rue Neuf Moulin,rue,neuf moulin,
Rue de Braz Foenneg,rue,de braz foenneg,
Les Petits Coins,,les petits coins,
Impasse du Parc,impasse,du parc,
Avenue Léon Jouhaux,avenue,leon jouhaux,
Rue de Saint Avold,rue,de saint avold,
Route du Plessis,route,du plessis,
Rue Eugene Gilbert,rue,eugene gilbert,
chemin de Berzet,chemin,de berzet,
Rue des Pervenches,rue,des pervenches,
Les Prades Sud,,les prades sud,
cht de terre neuve,chateau,de terre neuve,
Rue Rene Cassin,rue,rene cassin,
Rue du Cadran,rue,du cadran,
Rue de Lugny,rue,de lugny,
rue chanté perdrix,rue,chante perdrix,
Chemin de Berthou,chemin,de berthou,
Chemin du Causse,chemin,du causse,
Square du Limousin,square,du limousin,
Cité du Mamou,cite,du mamou,
Saget,,saget,
Rue Louis Pasteur,rue,louis pasteur,
Rue Eugene Macchini,rue,eugene macchini,
Rue de Faussera,rue,de faussera,
Rue Georges Clémenceau,rue,georges clemenceau,
Rue Turvenelle,rue,turvenelle,
Rue Mathieu de la Drome,rue,mathieu de la drome,
Place du 11 Novembre,place,du 11 novembre,
Rue Edgar Degas,rue,edgar degas,
Rue du Viaduc,rue,du viaduc,
Rue de Valmy,rue,de valmy,
Rue Louison Bobet,rue,louison bobet,
Rue Saint Maurice,rue,saint maurice,
Rue du Figuier,rue,du figuier,
Rue Frédéric Sevene,rue,frederic sevene,
Rue des Figuiers,rue,des figuiers,
Rue du Ravarin,rue,du ravarin,
Rue Saint-Dominique,rue,saint dominique,
Rue Max Chaon,rue,max chaon,
chemin de la faye,chemin,de la faye,
Allée des Abeilles,allee,des abeilles,
Allée du Villaret Vaugrenier,allee,du villaret vaugrenier,
Ville Neuve (La),ville,neuve la,
rue Bernard Clappier,rue,bernard clappier,
Chemin des Dumands,chemin,des dumands,
Chemin du Verdier,chemin,du verdier,
Rue Prosper Brou,rue,prosper brou,
Boulevard Docteur Goudouneche,boulevard,docteur goudouneche,
Route de saumur,route,de saumur,
Route de Sabadel,route,de sabadel,
Rue d'Halanzy,rue,d halanzy,
Rue des bleuets,rue,des bleuets,
Rue de Lapermenade,rue,de lapermenade,
Route de Chez Vécant,route,de chez vecant,
Rue Georges Delaunay,rue,georges delaunay,
Rue ULM,rue,ulm,
Rue du Cul de Sac,rue,du cul de sac,
Allée des Girasols,allee,des girasols,
Rue de la Craque,rue,de la craque,
Cité de l'Europe,cite,de l europe,
Rue Sophie Desmarets,rue,sophie desmarets,
Rue Saint Exupery,rue,saint exupery,
Rue du Marequaix,rue,du marequaix,
Rue des Clos d’Aubeterre,rue,des clos d aubeterre,
Rue de la Chevallerie,rue,de la chevallerie,
Rue Paul Vaillant-Couturier,rue,paul vaillant couturier,
Rue Ferdinand Buisson,rue,ferdinand buisson,
Rue du Quartier Neuf,rue,du quartier neuf,
Route des marronniers,route,des marronniers,
Impasse de la Feuillie,impasse,de la feuillie,
Rue du château,rue,du chateau,
Route des Bonshommes,route,des bonshommes,
Impasse du Platary,impasse,du platary,
Rue des 4 Chenes,rue,des 4 chenes,
Impasse du Bêle,impasse,du bele,
Route de Griselles,route,de griselles,
Place Anne Laprevote,place,anne laprevote,
Allee des Treillageurs,allee,des treillageurs,
Rue des Chanoines,rue,des chanoines,
Avenue de la Mer,avenue,de la mer,
Rue de l’Artisanat,rue,de l artisanat,
Rue de la Croix du Vallot,rue,de la croix du vallot,
Rue Gaston Darley,rue,gaston darley,
Rue du Petit Pont,rue,du petit pont,
Chemin du Sirot,chemin,du sirot,
route du village,route,du village,
Kéroulep,,keroulep,
Rue des Marais,rue,des marais,
Place Emile Basly,place,emile basly,
Rue Albert Gérard,rue,albert gerard,
Rue Joseph Seigner,rue,joseph seigner,
Rue Victor Maurel,rue,victor maurel,
Rue des Cryptomerias,rue,des cryptomerias,
Rue du Val de Sèvre,rue,du val de sevre,
Rue Constant Moeneclaey,rue,constant moeneclaey,
Rue du Sanitas,rue,du sanitas,
Chemin Marial,chemin,marial,
Rue Amiral Bauguen,rue,amiral bauguen,
Rue Simone Signoret,rue,simone signoret,
Rue Richard Dejean,rue,richard dejean,
Avenue Joliot Curie,avenue,joliot curie,
Rue Gutenberg,rue,gutenberg,
Manoir-Trédiec,,manoir trediec,
Rue Lanzelai,rue,lanzelai,
Rue Bréart de Boisanges,rue,breart de boisanges,
Rue de l'Epine,rue,de l epine,
Avenue Stein,avenue,stein,
Villa Blondeau,villa,blondeau,
Rue Gabriel SIMONIN,rue,gabriel simonin,
Rue de la Place,rue,de la place,
Rue de l'Écuyer,rue,de l ecuyer,
Avenue Charles Périé,avenue,charles perie,
Rue Alice Peverelly,rue,alice peverelly,
Chemin des Gourgues,chemin,des gourgues,
Impasse de la DOLCE VITA,impasse,de la dolce vita,
Avenue de Gommonvilliers,avenue,de gommonvilliers,
Chemin de Sigalas,chemin,de sigalas,
Route de Verdon,route,de verdon,
Place de l’Hotel de Ville,place,de l hotel de ville,
rue du Capitaine Guynemer,rue,du capitaine guynemer,
Rue Villeneuve,rue,villeneuve,
Impasse des trolles,impasse,des trolles,
Rue du Docteur Tavera,rue,du docteur tavera,
Rue Champfleury,rue,champfleury,
Rue des Anemones,rue,des anemones,
Chemin de la Colle d’Auban,chemin,de la colle d auban,
Rue Mac Mahon,rue,mac mahon,
avenue des Thermes,avenue,des thermes,
Cours Vauban,cours,vauban,
Lotissement les Galages 1,lotissement,les galages 1,
Rue Joan Cayrol,rue,joan cayrol,
La Gorsonniere,,la gorsonniere,
Lotissement de la Condamine,lotissement,de la condamine,
Rue du Pic du Midi,rue,du pic du midi,
Lot les Jardins de Valladas,lotissement,les jardins de valladas,
rue Miguel de Cervantès,rue,miguel de cervantes,
Rue de l'école,rue,de l ecole,
Hameau du Moulois,hameau,du moulois,
Route de saint-étienne-de-mer-morte,route,de saint etienne de mer morte,
Route du Mas,route,du mas,
Chemin des Moulins,chemin,des moulins,
Rue Saint Expédit,rue,saint expedit,
Route des Prairies,route,des prairies,
Grand Malibas,,grand malibas,
Avenue de la Faïence,avenue,de la faience,
Rue de la Tuilerie,rue,de la tuilerie,
Rue Charles Dubois,rue,charles dubois,
Avenue Marechal Leclerc,avenue,marechal leclerc,
Lilliat,,lilliat,
rue du Pont,rue,du pont,
Route des Haras,route,des haras,
Rue des Buttes,rue,des buttes,
Strada di a Sarra,,strada di a sarra,
Résidence du Clandy,residence,du clandy,
Impasse des jardins,impasse,des jardins,
Rue de Croaschure,rue,de croaschure,
Straed Kêr Avel,,straed ker avel,
Rue Lot le Clos des Oliviers,rue,lot le clos des oliviers,
Allee des Lavandes,allee,des lavandes,
Rue Littre,rue,littre,
Route de gigors,route,de gigors,
avenue de la villa trévise,avenue,de la villa trevise,
Chemin de la Lauzière,chemin,de la lauziere,
Chemin du Halage,chemin,du halage,
Rue de Masnières,rue,de masnieres,
Avenue du Haut Vallespir,avenue,du haut vallespir,
Chemin de Reims,chemin,de reims,
Résidence Artisanal Pas des Marches,residence,artisanal pas des marches,
Chemin des Sauzédes,chemin,des sauzedes,
Rue du Fougerais,rue,du fougerais,
Rue de la Fete,rue,de la fete,
Rue du Moulin de la Pâtissière,rue,du moulin de la patissiere,
Avenue de la Station,avenue,de la station,
Chemin de la Tannerie,chemin,de la tannerie,
Rue René Coty,rue,rene coty,
Rue du 8 Mai 1945,rue,du 8 mai 1945,
Route de Berrien,route,de berrien,
Rue Jérôme Camard,rue,jerome camard,
Rue de l’Ane Vert,rue,de l ane vert,
Rue Édouard Branly,rue,edouard branly,
Rue Auguste Rousseau,rue,auguste rousseau,
Impasse Bouillon,impasse,bouillon,
Rue des Egrets,rue,des egrets,
Route de Sepx,route,de sepx,
Rue de Labadié,rue,de labadie,
Rue de Rouen,rue,de rouen,
Route de Bessières,route,de bessieres,
Chemin des Cigales,chemin,des cigales,
Chemin de la Calade,chemin,de la calade,
Chemin de la boucle,chemin,de la boucle,
Chemin de Saint Joseph,chemin,de saint joseph,
Rue de la Pierrette,rue,de la pierrette,
Rue Claude Chein,rue,claude chein,
Rue des Praillons,rue,des praillons,
Rue de la Mare aux 3 Ormes,rue,de la mare aux 3 ormes,
Rue de la Bruyère,rue,de la bruyere,
Rue Jourde,rue,jourde,
Allee Chanteraine,allee,chanteraine,
Route de Pontchâteau,route,de pontchateau,
Route de Belmont,route,de belmont,
Allée des Vendangeurs,allee,des vendangeurs,
Rue des Pruniers,rue,des pruniers,
Rue du Champ de Foire,rue,du champ de foire,
Place Charles de Gaulle,place,charles de gaulle,
Place de la Republique,place,de la republique,
Boulevard Pauline Bouisson,boulevard,pauline bouisson,
Rue Jeanneau,rue,jeanneau,
Route de Paillet,route,de paillet,
Rue Laubeuf,rue,laubeuf,
Route du Puy de Dome,route,du puy de dome,
Chemin de Quarante,chemin,de quarante,
Rue Louis Loucheur,rue,louis loucheur,
Chemin des Bouques,chemin,des bouques,
Route de la Lande,route,de la lande,
Residence Pasteur,residence,pasteur,
Rue des Tamis,rue,des tamis,
Res les Jardins de la Pinede,residence,les jardins de la pinede,
Rue des Fours,rue,des fours,
Rue de Bertaucourt,rue,de bertaucourt,
Chemin des Grassonnets,chemin,des grassonnets,
Route de Villemur,route,de villemur,
Chemin de l’Oratoire,chemin,de l oratoire,
Rue Léon Dérahon,rue,leon derahon,
Residence Marguerite Yourcenar,residence,marguerite yourcenar,
La Gargouille,,la gargouille,
Rue des repenties,rue,des repenties,
Rue de Linselles,rue,de linselles,
Chemin de la Borde Grapin,chemin,de la borde grapin,
Rue Eugene Boudin,rue,eugene boudin,
Route de Paris,route,de paris,
Impasse Boisfer,impasse,boisfer,
Kerdonis,,kerdonis,
avenue gutenberg,avenue,gutenberg,
Chemin de Zurtier,chemin,de zurtier,
Rue du val fleuri,rue,du val fleuri,
route de l'horte,route,de l horte,
allée des Coquilles,allee,des coquilles,
Rue du Leuré,rue,du leure,
